Id	Tweets	Lang	Location
1225661909422100480	"RT @Patriot_Mom_17: Attn: All Anti -Trumpers

This👇is why we elected @realDonaldTrump and WILL again in #2020election 

Clutch your pearls…"	en	Washington, USA
1225661732380504064	"@MikeBloomberg you do this in every video...cant handle the #Truth 
#Trump2020 #2020election #WalkAway #everyvideo https://t.co/QGOsewupJy"	en	abandoned, USA
1225661360828108800	"Got my vote! 

#shamrockshake #oreoshake #oreoshamrockshake #mcdonalds #2020election #defeattrump #anyonebuttrump… https://t.co/RWZiTOWQeI"	en	United States
1225661241252691969	"RT @Patriot_Mom_17: Attn: All Anti -Trumpers

This👇is why we elected @realDonaldTrump and WILL again in #2020election 

Clutch your pearls…"	en	Milwaukee, WI
1225661210600734721	RT @TheBlueJarhead: We are all pissed off, justice was interfered with by the GOP. Now it's our turn. It's time to start hitting the street…	en	Michigan, USA
1225660569681715200	"RT @Patriot_Mom_17: Attn: All Anti -Trumpers

This👇is why we elected @realDonaldTrump and WILL again in #2020election 

Clutch your pearls…"	en	United States
1225660014167093250	"RT @Varneyco: STU: ""They've dragged our President and our country through the dirt and now the jig is up! With leaders like Pelosi, Schumer…"	en	
1225659699237752833	@angela_rye so all trump voters are Bigot??  Here is what you said and that is not right sister... regardless of ho… https://t.co/SwDM4cXkDq	en	Las Vegas, NV
1225659613866913793	"RT @Varneyco: STU: ""They've dragged our President and our country through the dirt and now the jig is up! With leaders like Pelosi, Schumer…"	en	
1225659415576973313	RT @dubiouslair: Getting on it here in California....#maga @POTUS #2020election #QAnon https://t.co/F7Y0e7iO7U	en	
1225659393347162113	RT @TheBlueJarhead: We are all pissed off, justice was interfered with by the GOP. Now it's our turn. It's time to start hitting the street…	en	Alabama, USA
1225659017780838403	#AdamSchiff told you and told you #ImpeachedForLifePresident will do it again, cannot be trusted, will cheat… https://t.co/pP3ai0Vo87	en	Elverta
1225658367739228163	RT @billmaher: .@TheDemocrats must stop talking about playing as dirty as the Republicans and actually start doing it. #2020election https:…	en	Ontario, Canada
1225657977102716928	"RT @Varneyco: STU: ""They've dragged our President and our country through the dirt and now the jig is up! With leaders like Pelosi, Schumer…"	en	United States
1225657954038206464	"#ForeverForwards 

The internal attacks on our political system &amp; the Republic by our elected elite will hurt us no… https://t.co/6HU3WyWpYg"	en	Levittown, NY
1225657942470320131	Fucking insane #2020election  https://t.co/nCiyUSxYqI	en	Chicago, IL
1225657611434905601	"RT @Varneyco: STU: ""They've dragged our President and our country through the dirt and now the jig is up! With leaders like Pelosi, Schumer…"	en	
1225657399622557696	RT @midoriha_senpai: #PeteOnCNN #TownHall was absolute trash!! @ChrisCuomo basically answered his questions &amp; framed him only positively. N…	en	Los Angeles, CA
1225657381247311872	"RT @midoriha_senpai: ""Shoot for the moon. Even if you miss, you'll land among the stars."" 🌛⭐❤️ #DNCRigging #DNCisCorrupt #BernieWillWin #Bo…"	en	Los Angeles, CA
1225657151999266819	"RT @Varneyco: STU: ""They've dragged our President and our country through the dirt and now the jig is up! With leaders like Pelosi, Schumer…"	en	Past perf no guarantee of futr results
1225656859522031623	#2020election  it looks like Dems will bypass the chance to nominate a woman for President	en	Missouri, USA
1225656526729146368	RT @Think4Yoursel13: Alright folks.... I’m off to bed. Here your future if @BernieSanders wins the #2020Election. Must never happen!! Make…	en	
1225655942882029569	"RT @KristenClarkeJD: 271 days until Nov #2020Election

Now is the time to mobilize and activate:
✔️Verify your registration status
✔️Check…"	en	growing, discovering, learning
1225655692255588352	"RT @Patriot_Mom_17: Attn: All Anti -Trumpers

This👇is why we elected @realDonaldTrump and WILL again in #2020election 

Clutch your pearls…"	en	Pennsylvania, USA
1225655690322046976	RT @reallouiehuey: Trump keeps winning and the far left is mad so they are banning all of us right now. The far left and Democrats are medd…	en	Melbourne, Victoria
1225655576371183622	RT @billmaher: .@TheDemocrats must stop talking about playing as dirty as the Republicans and actually start doing it. #2020election https:…	en	
1225654975524589570	"RT @Patriot_Mom_17: Attn: All Anti -Trumpers

This👇is why we elected @realDonaldTrump and WILL again in #2020election 

Clutch your pearls…"	en	Portland Oregon
1225654832469438464	"RT @XposeBlackCrime: #Trump's State of the Union Address https://t.co/LMpbLL1wBK via @YouTube
#Tcot #Tgdn #Ccot #Teaparty #Pjnet #P2 #Gop #…"	en	New Jersey, USA
1225654726164746241	"RT @Patriot_Mom_17: Attn: All Anti -Trumpers

This👇is why we elected @realDonaldTrump and WILL again in #2020election 

Clutch your pearls…"	en	Homosassa FL
1225654145887006721	"RT @Patriot_Mom_17: Attn: All Anti -Trumpers

This👇is why we elected @realDonaldTrump and WILL again in #2020election 

Clutch your pearls…"	en	
1225654138509254656	"""Shoot for the moon. Even if you miss, you'll land among the stars."" 🌛⭐❤️ #DNCRigging #DNCisCorrupt #BernieWillWin… https://t.co/2LAR1xwvjQ"	en	California's Central Coast
1225653866009464834	"(#Liberal Insanity)!!
Judicial Watch - U.S. to Spend $700,000 on #Eswatini’s “National #Condom Strategy” -… https://t.co/GCaDPmNFK5"	en	New Jersey, USA
1225653855787945984	"RT @Patriot_Mom_17: Attn: All Anti -Trumpers

This👇is why we elected @realDonaldTrump and WILL again in #2020election 

Clutch your pearls…"	en	
1225653007313858560	@carlquintanilla This will affect world economy as well already weak US economy.  It should be a another final… https://t.co/jmk23RyJjQ	en	USA
1225652661367656451	RT @Civildebate2017: Well @SpeakerPelosi, still think pens with your name emblazoned in gold were a great idea? #WalkAwayFromDemocrats for…	en	Philly Pa
1225652138723827714	"RT @Patriot_Mom_17: Attn: All Anti -Trumpers

This👇is why we elected @realDonaldTrump and WILL again in #2020election 

Clutch your pearls…"	en	WATCH CALIFORNIA  
1225651696753229824	RT @OeivindLundberg: @jtuckermartin @Brian_Chovanec Watching from outside, from Norway, it's like a reality show gone wrong. This is such a…	en	Third rock from the sun
1225651174860156928	Alright, what if @BernieSanders goes with @AOC for VP? I think she has potential to generate Obama like excitement… https://t.co/kWjFwskZAm	en	Chicago, IL
1225650448561917952	"Buttigieg, Sanders finish top in chaotic Democratic presidential race

#2020election

https://t.co/LjQTtJcsp5"	en	Tokyo, Japan
1225649468281720832	Getting on it here in California....#maga @POTUS #2020election #QAnon https://t.co/F7Y0e7iO7U	en	
1225649326342340608	"Attn America! 
Trump pardoned armed militia arsonist Hammonds that the Bundy's pulled guns to defend on federal lan… https://t.co/enjPkESlpT"	en	Facebook: El Dorado Hills Ca 
1225648982497480707	RT @Cal4Justice: 💫“The future of our nation does not start in Washington.” Stacey Abrams talks 2020 elections and the Power of Voting + #Co…	en	Los Angeles, CA
1225648726015762432	We need a third political party. #2020election	en	Castle Rock, WA
1225648341150683142	"RT @hotchkiss_jon: @funder NEW VIDEO: Trump’s speech not the only thing that should be torn up!
#TrumpIsAnIdiot #NancyPelosiROCKS #RIPGOP #…"	en	
1225648066834755587	RT @TheBlueJarhead: We are all pissed off, justice was interfered with by the GOP. Now it's our turn. It's time to start hitting the street…	en	Planet Earth
1225647967786266624	RT @Erikals7: In my spare time (🙃) along w/ friends, we've launched a community of #Latinx Voters in #Oklahoma to provide a voter registrat…	en	Oklahoma, USA
1225647958944665603	RT @RealJamesWoods: The hate in this one is so deeply embedded in her DNA, she genuinely doesn’t recognize it. While her loathing of Americ…	en	Florida
1225647645676359680	#PeteOnCNN #TownHall was absolute trash!! @ChrisCuomo basically answered his questions &amp; framed him only positively… https://t.co/F6hLRJy2yf	en	California's Central Coast
1225679097864392704	"RT @desimojito: My prediction 
BJP : 39-42
AAP : 27-30
Cong : 0-2 

#DelhiElections2020 🥰"	en	Bawal Industrial Estate, India
1225679085558366209	"RT @AAPFlashmob: We did flashmob in the streets of Dwarka to let people know what Delhi government has done and why ""Dilli bole Dil se, Kej…"	en	New Delhi, India
1225679060774219776	"RT @Morewithshashi: Right now, Mood of the Delhi.
Stay tuned. Stay aware.
#DelhiElections2020 https://t.co/KJ3edc0zRH"	en	Navi Mumbai, India
1225679019279966209	"RT @kavita_krishnan: So @AmitShah says #DelhiElections2020 results will ""shock"" ppl. Why? If BJP is confident everyone is supporting them,…"	en	India
1225678940775206912	RT @boomlive_in: A viral video claims a man faked his disability at AAP's blanket distribution drive and @AamAadmiParty had hired actors to…	en	India
1225678888488980484	"RT @AMIT_GUJJU: BJP 37 se 1 seat bhi Kam Nahi Jeet Rahi Delhi Me.
Save This Tweet
#DelhiElections2020"	en	Bengaluru South, India
1225678880112967680	True! Instead of sitting and enjoying at home, delhites must go out and vote!! #DelhiElections2020 https://t.co/81CfgimpGG	en	Pune
1225678856377393153	"RT @desimojito: My prediction 
BJP : 39-42
AAP : 27-30
Cong : 0-2 

#DelhiElections2020 🥰"	en	India
1225678853240000512	"RT @jellyx20: My prediction 

BJP : 38-43
AAP : 26-30
Cong : 🖕

#DelhiElections2020"	en	
1225678847942639616	"RT @AAPFlashmob: Our performance at Paschim Vihar on 04.02.2020. 
Please vote for ""Jhaadu"" on 08th Feb to continue the journey of making th…"	en	New Delhi, India
1225678833623261190	RT @HISTORYTV18: Elections in India are, at their core, a human story of voters, election officials, volunteers &amp; security personnel. Ordin…	en	Chicago, IL
1225678815197683714	RT @PTI_News: BJP delegation meets Chief Election Commissioner, seeks action against Delhi CM Arvind Kejriwal for allegedly issuing paid ne…	en	लूटी हुई दिल्ली ,भारत 
1225678781215432704	"Delhi Assembly Elections 2020: Dry day to be observed, liquor shops to remain shut for 3 days

#DelhiElections2020 https://t.co/tS8E3cUMlX"	en	New Delhi, India
1225678760650784775	"RT @Iamlokkesh: Press Button With Such Anger That Shaheen Bagh Feels Current. 
Vote for @BJP4India @narendramodi ji
#DelhiElections2020 #De…"	en	
1225678749640749059	"RT @AMIT_GUJJU: BJP 37 se 1 seat bhi Kam Nahi Jeet Rahi Delhi Me.
Save This Tweet
#DelhiElections2020"	en	Jaisalmer, If not traveling ☺️
1225678749091299330	"RT @v2k1980: Who are you going to vote in 
#DelhiElections2020

@BJP4Delhi @BJP4India @aajtak @republic @TimesNow"	en	
1225678735874985985	"Possible vote share in #DelhiElections2020:

#AAP: 42% - 44%
#BJP: 38% - 40%
#Congress: 8% - 10%

#DelhiElections"	en	
1225678683614015488	"RT @jellyx20: My prediction 

BJP : 38-43
AAP : 26-30
Cong : 🖕

#DelhiElections2020"	en	INDIA
1225678664274075649	"RT @Kanatunga: My Last Prediction for #DelhiElections2020

BJP: 38-42
AAP: 28-32
Others: 4-8

Summary: 
- Close fight. 

- 40-60% winners w…"	en	India
1225678652643241986	"RT @Kanatunga: My Last Prediction for #DelhiElections2020

BJP: 38-42
AAP: 28-32
Others: 4-8

Summary: 
- Close fight. 

- 40-60% winners w…"	en	chandigarh india
1225678634028916739	"RT @desimojito: My prediction 
BJP : 39-42
AAP : 27-30
Cong : 0-2 

#DelhiElections2020 🥰"	en	Kairana, India
1225678535118876678	RT @utkarsh_aanand: Let the cat be out of the bag, says the #SupremeCourt as it adjourns to Monday the petitions against #ShaheenBaghProtes…	en	Delhi
1225678534628143104	RT @utkarsh_aanand: Let the cat be out of the bag, says the #SupremeCourt as it adjourns to Monday the petitions against #ShaheenBaghProtes…	en	Kolkata/Bhubaneswar
1225678479917584386	"RT @Kanatunga: My Last Prediction for #DelhiElections2020

BJP: 38-42
AAP: 28-32
Others: 4-8

Summary: 
- Close fight. 

- 40-60% winners w…"	en	Greater Noida, India
1225678441489420289	RT @utkarsh_aanand: Let the cat be out of the bag, says the #SupremeCourt as it adjourns to Monday the petitions against #ShaheenBaghProtes…	en	Hyderabad, India
1225678435936112640	"RT @desimojito: My prediction 
BJP : 39-42
AAP : 27-30
Cong : 0-2 

#DelhiElections2020 🥰"	en	W.B.India
1225678382437810184	"RT @Kanatunga: My Last Prediction for #DelhiElections2020

BJP: 38-42
AAP: 28-32
Others: 4-8

Summary: 
- Close fight. 

- 40-60% winners w…"	en	Gujarat, India
1225678281732542470	The #AAP's key plank appeared to be development, the #BJP's nationalism and #CAA, while #Congress settled for attac… https://t.co/ydgHQQ5JmR	en	Mumbai, India
1225678255220375554	"#Mughals 

Ruled us or not.

But now  a #Thuglak is ruling.
#DelhiElections 
#DelhiElections2020… https://t.co/TwZssedT68"	en	Global
1225678211704475649	For #Delhites who wants to vote for @AamAadmiParty .. Pick the 'original' rubbish (i.e Congress), not the 'copy' (i… https://t.co/u4aD89Q5XQ	en	India
1225678146315251712	"@Ambedkarcarvan Ballots &amp; Batons  will clear the mess 
#DelhiElections2020 
#BJPWinningDelhi 
#ShaheenBaghKaSach https://t.co/IZ0436OXma"	en	RTing +VeNEET Tweets since2016
1225678101826289673	RT @ETNOWlive: #BattleForDelhi | As #Delhi goes to poll tomorrow, here's all you need to know about the candidates contesting from Central…	en	
1225678098818953218	RT @bhatvicky73: @ArvindKejriwal gone from auto, not from heart, The fans of CM Arvind Kejriwal is among several auto drivers in Delhi who…	en	
1225678096310755328	RT @boomlive_in: A viral video claims a man faked his disability at AAP's blanket distribution drive and @AamAadmiParty had hired actors to…	en	Mumbai
1225678085841813504	"RT @Memeghnad: Attended a Modi rally, spoke to a lot of people there and saw some Whatsapp forwards come to life in human form.

My #DelhiE…"	en	मुंबई, भारत
1225678010696646656	"RT @Morewithshashi: Right now, Mood of the Delhi.
Stay tuned. Stay aware.
#DelhiElections2020 https://t.co/KJ3edc0zRH"	en	India
1225677987795746816	"RT @AMIT_GUJJU: BJP 37 se 1 seat bhi Kam Nahi Jeet Rahi Delhi Me.
Save This Tweet
#DelhiElections2020"	en	In your heart 😍❤
1225677982057955330	"RT @Iamlokkesh: Press Button With Such Anger That Shaheen Bagh Feels Current. 
Vote for @BJP4India @narendramodi ji
#DelhiElections2020 #De…"	en	
1225677946884505600	"RT @Kanatunga: My Last Prediction for #DelhiElections2020

BJP: 38-42
AAP: 28-32
Others: 4-8

Summary: 
- Close fight. 

- 40-60% winners w…"	en	
1225677938256793601	"RT @jellyx20: My prediction 

BJP : 38-43
AAP : 26-30
Cong : 🖕

#DelhiElections2020"	en	Jaan ke kya karoge
1225677914001170433	"RT @desimojito: My prediction 
BJP : 39-42
AAP : 27-30
Cong : 0-2 

#DelhiElections2020 🥰"	en	
1225677904392028163	RT @jagat_darak: @RamJaat06770198 @desimojito #DelhiElections2020 don’t repeat 👇🏻same mistake again #Vote4BJP https://t.co/0w0VDDM43k	en	New Orleans, LA
1225677898654175233	"RT @Morewithshashi: Right now, Mood of the Delhi.
Stay tuned. Stay aware.
#DelhiElections2020 https://t.co/KJ3edc0zRH"	en	New Delhi, India
1225677858497953793	"RT @desimojito: My prediction 
BJP : 39-42
AAP : 27-30
Cong : 0-2 

#DelhiElections2020 🥰"	en	
1225677857512247296	RT @mohit_db10: Guys choice is pretty clear, pls vote in numbers against Shaheen bagh, against false promises, against daily dose of drama.…	en	CITY OF DESTINY
1225677830677073921	"RT @smita_muk: #SmitsVachan
#JaikaraKalkajiMaiyyaKi 🙏
#DelhiElections2020
#DelhiWithBJP
only10 seats of muslim dominated areas will go to A…"	en	
1225677824570220545	"RT @jayantrld: I think it’s clear - schools will win,  others,
might even have to go back to school! #DelhiElections2020"	en	New Delhi
1225677774691528704	"RT @delhichatter: My prediction 
BJP : 40-42
AAP : 27-30
Cong : L*nd 🤣

#DelhiElections2020"	en	Meerut, India
1225677730160599042	OSD taking bribe on behalf of Dy CM &amp; he doesn’t know !!! Most corrupt politicians of @AamAadmiParty is… https://t.co/t874XBHTmB	en	United States
1225677728159920129	"RT @asli_sunidhi: AAP 40+
Bjp 10/15 max 
#DelhiElections2020"	en	Gurugram/New Delhi, India 
1225677702004260864	"RT @ChankyaBihar: @aajtak Hello Aaj Tak why did you delete this tweet about arrest of #ManishSisodia OSD?

Is this against your #DelhiElect…"	en	Ludhiana, India
1225677684874678272	"RT @desimojito: My prediction 
BJP : 39-42
AAP : 27-30
Cong : 0-2 

#DelhiElections2020 🥰"	en	Hyderabad, India
1225677624434814977	Inside story of #MohollaClinic should be learnt at field, not over photos and internet. It will speak how money is… https://t.co/jhU7rA32yL	en	India
1225677599294124032	"RT @BlueStocking29: #DelhiElections2020 

AAP 15-18

Amanatullah Khan 2nd Position
Atishi 3rd Position
Raghav Chadda 3rd Position
Gopal Rai…"	en	Imperial, CA
1225677594672021504	"RT @Morewithshashi: Right now, Mood of the Delhi.
Stay tuned. Stay aware.
#DelhiElections2020 https://t.co/KJ3edc0zRH"	en	
1225677517509423105	"RT @ChankyaBihar: @aajtak Hello Aaj Tak why did you delete this tweet about arrest of #ManishSisodia OSD?

Is this against your #DelhiElect…"	en	New Delhi, India
1225677488317063173	"RT @AskGabbarSingh: WTF,

WOW, Whatta lovely words by #ArvindKejriwal first time in the history I would like to say love you mr @ArvindKejr…"	en	जहा ❤️ लगे
1225677472659722246	"RT @Nattashasharrma: Future of India,my sister @LambaAlka ji.
#AlkaLamba 
#DelhiElections2020 https://t.co/N2c9sNK8tC"	en	Bombay. india
1225677432234987520	Delhi will show the entire country the priorities to keep in mind before electing your Government.… https://t.co/uHvHezrFxm	en	noida,india
1225677394003890177	RT @narain41: ED has exposed #ArvindKejriwal’s confidant #SanjaySingh’s link with PFI and AAP’s hand behind Shaheen Bagh protests. PFI is f…	en	Gurgaon, India
1225677382851317760	#BattleForDelhi | As #Delhi goes to poll tomorrow, here's all you need to know about the candidates contesting from… https://t.co/tIxk5q4FKm	en	India
1225677380871524353	RT @narain41: #CBI has arrested #ManishSisodia’s OSD for last 5 years for taking bribe of ₹ 2 lakh. No OSD can function, legally or illegal…	en	Gurgaon, India
1225677373275701249	"RT @Morewithshashi: Right now, Mood of the Delhi.
Stay tuned. Stay aware.
#DelhiElections2020 https://t.co/KJ3edc0zRH"	en	
1225677366694793216	"RT @jay_bhadrakali1: Congress waali Dilli firse (2/2)

#DelhiElections2020 https://t.co/PrfguSRYuV"	en	Since 2010
1225677360902488064	"If You Are A True Indian Worried About Development Vote For Bharatiya Janata Party (BJP)
-
-… https://t.co/AKnduDsiGX"	en	Chennai
1225677354787196930	"RT @jay_bhadrakali1: Breakfast 

Me: vote for Congress? 
Mom: dekhoongi

after 5 mins

Mom: meri mummy pukki Congress supporter thi. Wo bhi…"	en	Since 2010
1225677343886168072	RT @afrozalam2: A very convincing article by @p_gupta93 &amp; @rahul_tverma. The part analysing, why has the BJP suddenly gone all out to make…	en	
1225677342623719424	Feb 8, 2020, is going to be a litmus test for Delhites. Don't vote based on religion/caste; instead, vote based on… https://t.co/oB5ZVhxSYG	en	New Delhi, India
1225677321673117696	"RT @jay_bhadrakali1: Breakfast 

Me: vote for Congress? 
Mom: dekhoongi

after 5 mins

Mom: meri mummy pukki Congress supporter thi. Wo bhi…"	en	Imperial, CA
1225677320255504384	With Delhi Assembly Elections around the corner, get minute by minute updates only on @ZEE5News.… https://t.co/Ano4cMBLVk	en	
1225677303662858240	"Art.                                                        Artist

#KejriwalTsunami 
#DelhiElections2020… https://t.co/xazr8LVAeV"	en	Wassepur
1225677301599203328	"RT @desimojito: My prediction 
BJP : 39-42
AAP : 27-30
Cong : 0-2 

#DelhiElections2020 🥰"	en	LA
1225677238638530560	"Delhi Metro to start services at 4am on election day.

#DelhiElections2020
https://t.co/TZKpLpKMCT via @timesofindia"	en	Kolkata, India
1225677120040398851	"Press Button With Such Anger That Shaheen Bagh Feels Current. 
Vote for @BJP4India @narendramodi ji… https://t.co/EKsAo0MMq4"	en	New Delhi, India
1225677090290196480	"RT @Morewithshashi: Right now, Mood of the Delhi.
Stay tuned. Stay aware.
#DelhiElections2020 https://t.co/KJ3edc0zRH"	en	Uttar Pradesh, India
1225677071495467012	"RT @jellyx20: My prediction 

BJP : 38-43
AAP : 26-30
Cong : 🖕

#DelhiElections2020"	en	India
1225677069197049857	"RT @AMIT_GUJJU: BJP 37 se 1 seat bhi Kam Nahi Jeet Rahi Delhi Me.
Save This Tweet
#DelhiElections2020"	en	Gujarat, India
